datetime_utc,open,high,low,close,volume,session,date
2024-01-30 16:00:00,187.252,187.479,187.185,187.389,24419.25,ny,2024-01-30
2024-01-30 20:00:00,187.388,187.449,187.032,187.032,10693.64,late_ny_early_sydney,2024-01-30
2024-01-31 00:00:00,187.034,187.279,186.901,187.265,23517.94,late_sydney_early_asian,2024-01-31
2024-01-31 04:00:00,187.268,187.411,187.025,187.144,18925.440000000002,asian_early_london,2024-01-31
2024-01-31 08:00:00,187.146,187.548,186.907,187.521,35285.65,london,2024-01-31
2024-01-31 12:00:00,187.526,187.593,186.087,186.121,72516.35,london_ny_overlap,2024-01-31
2024-01-31 16:00:00,186.118,186.404,185.949,186.066,67131.17,ny,2024-01-31
2024-01-31 20:00:00,186.066,186.688,185.951,186.394,45017.26,late_ny_early_sydney,2024-01-31
2024-02-01 00:00:00,186.391,186.467,185.933,186.084,26363.91,late_sydney_early_asian,2024-02-01
2024-02-01 04:00:00,186.087,186.164,185.71,185.766,25248.059999999998,asian_early_london,2024-02-01
2024-02-01 08:00:00,185.766,185.886,185.277,185.553,39769.94,london,2024-02-01
2024-02-01 12:00:00,185.552,186.587,185.221,185.548,71814.15,london_ny_overlap,2024-02-01
2024-02-01 16:00:00,185.548,186.58,185.431,186.45,50192.98,ny,2024-02-01
2024-02-01 20:00:00,186.449,186.728,186.391,186.669,14881.66,late_ny_early_sydney,2024-02-01
2024-02-02 00:00:00,186.674,186.715,186.428,186.601,19398.34,late_sydney_early_asian,2024-02-02
2024-02-02 04:00:00,186.603,186.973,186.545,186.95,19027.32,asian_early_london,2024-02-02
2024-02-02 08:00:00,186.951,187.329,186.863,186.958,27385.41,london,2024-02-02
2024-02-02 12:00:00,186.959,187.729,186.711,187.66,76520.73000000001,london_ny_overlap,2024-02-02
2024-02-02 16:00:00,187.662,187.715,187.188,187.457,33854.72,ny,2024-02-02
2024-02-02 20:00:00,187.456,187.507,187.378,187.434,9270.33,late_ny_early_sydney,2024-02-02
2024-02-04 20:00:00,187.257,187.606,187.228,187.442,8381.18,late_ny_early_sydney,2024-02-04
2024-02-05 00:00:00,187.437,187.592,187.034,187.149,30086.07,late_sydney_early_asian,2024-02-05
2024-02-05 04:00:00,187.15,187.341,186.961,187.323,21301.32,asian_early_london,2024-02-05
2024-02-05 08:00:00,187.325,187.519,186.574,186.635,32064.56,london,2024-02-05
2024-02-05 12:00:00,186.634,186.72,186.165,186.388,49539.84,london_ny_overlap,2024-02-05
